s,d,grn,exp
71,75,0,0.0
71,77,0,0.0
71,78,0,0.0
71,79,0,0.0
71,83,0,0.0
71,85,0,0.0
71,86,0,0.0
71,88,0,0.0
71,89,0,0.0
71,91,0,0.0
71,94,0,0.0
71,97,0,0.0
71,98,0,0.0
72,1,1,0.0
72,2,0,0.0
72,4,0,1.2464833687186181e-36
72,21,0,0.0
72,23,0,0.0
72,26,0,0.0
72,28,0,0.0
72,33,0,0.0
72,43,0,0.0
72,47,0,0.0
72,49,0,0.0
72,50,0,0.0
72,52,0,0.0
72,53,0,0.0
72,55,0,0.0
72,57,0,0.0
72,60,0,0.0
72,61,0,0.0
72,64,0,0.0
72,66,0,0.0
72,68,0,0.0
72,69,0,0.0
72,70,0,0.0
72,71,0,0.0
72,72,0,0.0
72,75,0,0.0
72,79,0,0.0
72,85,0,0.0
72,88,0,0.0
72,89,0,0.0
72,91,0,0.0
72,94,0,0.0
72,97,0,0.0
72,99,0,0.0
73,21,0,0.0
73,26,0,6.571155131607687e-39
73,34,0,8.12544455967056e-39
73,52,0,0.0
73,54,0,0.0
73,70,0,0.0
73,71,0,0.0
73,73,0,0.0
73,77,0,0.0
73,78,0,0.0
73,79,0,0.0
73,83,0,0.0
73,86,0,0.0
73,88,0,0.0
73,98,0,0.0
74,52,1,0.0
74,53,1,0.0
74,54,1,0.0
74,55,1,0.0
74,60,1,0.0
74,61,1,0.0
74,63,1,0.0
74,64,1,0.0
74,65,1,1.4267407755547299e-37
74,66,1,0.0
74,68,1,0.0
74,70,1,0.0
74,71,1,0.0
74,72,1,0.0
74,73,1,0.0
74,75,1,0.0
74,76,1,0.0
74,77,1,0.0
74,78,1,0.0
74,79,1,0.0
74,80,1,0.0
74,82,1,4.208341713001754e-38
74,83,1,0.0
74,85,1,0.0
74,86,1,0.0
74,87,1,1.0276336918781522e-32
74,88,1,0.0
74,90,1,1.8983885525578512e-32
74,91,1,0.0
74,94,1,0.0
74,95,1,0.0
74,96,1,0.0
74,97,1,0.0
74,98,1,0.0
74,99,1,0.0
75,2,0,0.0
75,23,0,0.0
75,28,0,0.0
75,43,0,0.0
75,49,0,0.0
75,50,0,0.0
75,52,0,0.0
75,53,0,0.0
75,55,0,0.0
75,57,0,0.0
75,60,0,0.0
75,64,0,0.0
75,68,0,0.0
75,70,0,0.0
75,71,0,0.0
75,72,0,0.0
75,75,0,0.0
75,89,0,0.0
75,94,0,0.0
75,97,0,0.0
76,76,0,0.0
77,16,0,0.0
77,21,0,0.0
77,47,0,0.0
77,52,0,0.0
77,53,0,0.0
77,54,0,0.0
77,55,0,0.0
77,60,0,0.0
